"Order ID","Product Name","Category","Customer Name","Region","State","City","Sales Amount","Profit","Quantity","Order Date","Ship Date","Payment Mode"
"ORD-2003-01137","Tablet","Technology","Customer 137","North","Maharashtra","Mumbai","5783","1373","2","2003-02-03","2003-02-08","Cash"
"ORD-2003-01138","Monitor","Electronics","Customer 138","South","Karnataka","Bengaluru","50663","5837","4","2003-01-14","2003-01-17","Credit Card"
"ORD-2003-01139","Printer","Technology","Customer 139","South","Gujarat","Ahmedabad","46985","7051","5","2003-01-28","2003-01-31","Net Banking"
"ORD-2003-01140","Tablet","Electronics","Customer 140","East","Tamil Nadu","Tamil Nadu","64440","12622","1","2003-06-09","2003-06-14","Debit Card"
"ORD-2003-01141","Laptop","Furniture","Customer 141","South","West Bengal","Kolkata","31253","3584","4","2003-06-28","2003-07-01","UPI"
"ORD-2003-01142","Tablet","Furniture","Customer 142","West","Maharashtra","Mumbai","8100","1983","5","2003-02-06","2003-02-07","Debit Card"
"ORD-2003-01143","Monitor","Electronics","Customer 143","North","Karnataka","Bengaluru","27309","7682","1","2003-02-10","2003-02-13","Net Banking"
"ORD-2003-01144","Keyboard","Office Supplies","Customer 144","West","Maharashtra","Mumbai","21109","4859","3","2003-01-13","2003-01-14","Credit Card"
"ORD-2003-01145","Printer","Technology","Customer 145","West","West Bengal","Kolkata","32523","4831","4","2003-05-12","2003-05-13","UPI"
"ORD-2003-01146","Laptop","Furniture","Customer 146","East","Karnataka","Bengaluru","49469","1312","1","2003-02-26","2003-03-02","Debit Card"
"ORD-2003-01147","Mouse","Office Supplies","Customer 147","South","Karnataka","Bengaluru","10142","115","4","2003-03-16","2003-03-19","Net Banking"
"ORD-2003-01148","Monitor","Electronics","Customer 148","West","Gujarat","Ahmedabad","47946","10100","2","2003-06-28","2003-06-30","Cash"
"ORD-2003-01149","Projector","Office Supplies","Customer 149","West","Kerala","Kochi","6451","780","3","2003-01-05","2003-01-09","Debit Card"
"ORD-2003-01150","Monitor","Furniture","Customer 150","West","Gujarat","Ahmedabad","2261","632","3","2003-01-28","2003-02-01","UPI"
"ORD-2003-01151","Projector","Office Supplies","Customer 151","North","Maharashtra","Mumbai","20447","4318","4","2003-04-22","2003-04-23","Debit Card"
"ORD-2003-01152","Tablet","Electronics","Customer 152","South","Gujarat","Ahmedabad","15034","444","2","2003-02-26","2003-03-01","Debit Card"
"ORD-2003-01153","Office Chair","Technology","Customer 153","South","Karnataka","Bengaluru","23025","1121","5","2003-06-15","2003-06-17","Credit Card"
"ORD-2003-01154","Mouse","Office Supplies","Customer 154","West","Kerala","Kochi","15797","4144","6","2003-06-17","2003-06-18","Net Banking"
"ORD-2003-01155","Printer","Office Supplies","Customer 155","West","Kerala","Kochi","12604","2445","2","2003-03-24","2003-03-27","Debit Card"
"ORD-2003-01156","Printer","Technology","Customer 156","West","Maharashtra","Mumbai","33944","5689","1","2003-06-01","2003-06-02","UPI"
"ORD-2003-01157","Printer","Office Supplies","Customer 157","West","West Bengal","Kolkata","6874","1897","6","2003-04-05","2003-04-08","UPI"
"ORD-2003-01158","Monitor","Office Supplies","Customer 158","South","Tamil Nadu","Tamil Nadu","53735","4439","3","2003-04-26","2003-05-01","UPI"
"ORD-2003-01159","Laptop","Furniture","Customer 159","West","Maharashtra","Mumbai","42826","3157","5","2003-03-28","2003-03-29","Net Banking"
"ORD-2003-01160","Desk","Office Supplies","Customer 160","West","Gujarat","Ahmedabad","31764","3505","4","2003-06-06","2003-06-08","Net Banking"
"ORD-2003-01161","Printer","Office Supplies","Customer 161","East","Delhi","New Delhi","5549","842","4","2003-01-14","2003-01-17","Credit Card"
"ORD-2003-01162","Office Chair","Technology","Customer 162","East","Kerala","Kochi","51807","13031","4","2003-03-27","2003-03-28","Credit Card"
"ORD-2003-01163","Keyboard","Technology","Customer 163","South","Kerala","Kochi","29945","5670","6","2003-06-02","2003-06-03","UPI"
"ORD-2003-01164","Laptop","Technology","Customer 164","East","Karnataka","Bengaluru","48723","7514","1","2003-06-15","2003-06-19","Debit Card"
"ORD-2003-01165","Office Chair","Electronics","Customer 165","East","Gujarat","Ahmedabad","21587","1516","1","2003-05-05","2003-05-07","Net Banking"
"ORD-2003-01166","Monitor","Furniture","Customer 166","West","Karnataka","Bengaluru","3985","961","3","2003-05-19","2003-05-24","Credit Card"
"ORD-2003-01167","Mouse","Electronics","Customer 167","West","Delhi","New Delhi","16347","4062","1","2003-06-27","2003-07-02","Cash"
"ORD-2003-01168","Tablet","Furniture","Customer 168","East","Gujarat","Ahmedabad","41067","5377","4","2003-06-06","2003-06-09","Credit Card"
"ORD-2003-01169","Desk","Office Supplies","Customer 169","West","Karnataka","Bengaluru","36522","10784","3","2003-04-05","2003-04-10","Net Banking"
"ORD-2003-01170","Monitor","Electronics","Customer 170","North","Delhi","New Delhi","5116","1135","1","2003-02-05","2003-02-08","Credit Card"
"ORD-2003-01171","Keyboard","Electronics","Customer 171","South","Gujarat","Ahmedabad","45719","2782","4","2003-03-11","2003-03-15","Debit Card"
"ORD-2003-01172","Tablet","Technology","Customer 172","South","Maharashtra","Mumbai","5073","1000","2","2003-01-07","2003-01-11","Debit Card"
"ORD-2003-01173","Monitor","Furniture","Customer 173","South","Tamil Nadu","Tamil Nadu","26596","1028","2","2003-02-27","2003-02-28","Cash"
"ORD-2003-01174","Projector","Electronics","Customer 174","North","Tamil Nadu","Tamil Nadu","45006","9064","3","2003-06-28","2003-06-30","Credit Card"
"ORD-2003-01175","Keyboard","Electronics","Customer 175","East","Karnataka","Bengaluru","52735","10931","4","2003-02-08","2003-02-13","UPI"
"ORD-2003-01176","Printer","Electronics","Customer 176","West","West Bengal","Kolkata","35617","9716","4","2003-01-13","2003-01-15","UPI"
"ORD-2003-01177","Office Chair","Technology","Customer 177","West","Tamil Nadu","Tamil Nadu","55006","5300","5","2003-06-11","2003-06-16","Debit Card"
"ORD-2003-01178","Printer","Technology","Customer 178","North","West Bengal","Kolkata","37225","4218","6","2003-03-03","2003-03-08","Net Banking"
"ORD-2003-01179","Mouse","Electronics","Customer 179","West","Delhi","New Delhi","2578","345","2","2003-05-10","2003-05-15","UPI"
"ORD-2003-01180","Printer","Technology","Customer 180","South","Tamil Nadu","Tamil Nadu","31708","2868","3","2003-04-02","2003-04-03","Net Banking"
"ORD-2003-01181","Office Chair","Furniture","Customer 181","North","Kerala","Kochi","39488","8658","5","2003-03-28","2003-03-30","UPI"
"ORD-2003-01182","Mobile Phone","Electronics","Customer 182","East","Delhi","New Delhi","4513","971","4","2003-03-17","2003-03-19","Cash"
"ORD-2003-01183","Mobile Phone","Technology","Customer 183","East","Gujarat","Ahmedabad","24055","406","1","2003-05-20","2003-05-24","Debit Card"
"ORD-2003-01184","Keyboard","Office Supplies","Customer 184","West","Delhi","New Delhi","29855","4330","3","2003-03-11","2003-03-12","Cash"
"ORD-2003-01185","Tablet","Technology","Customer 185","North","Kerala","Kochi","35398","8061","3","2003-06-27","2003-07-01","UPI"
"ORD-2003-01186","Desk","Technology","Customer 186","North","Tamil Nadu","Tamil Nadu","16922","2871","3","2003-04-21","2003-04-26","Debit Card"
"ORD-2003-01187","Keyboard","Furniture","Customer 187","West","Delhi","New Delhi","51026","15218","5","2003-03-20","2003-03-24","UPI"
"ORD-2003-01188","Laptop","Electronics","Customer 188","West","Delhi","New Delhi","39818","6006","4","2003-04-01","2003-04-06","Credit Card"
"ORD-2003-01189","Mouse","Electronics","Customer 189","South","Tamil Nadu","Tamil Nadu","51260","15094","2","2003-01-08","2003-01-10","Debit Card"
"ORD-2003-01190","Projector","Furniture","Customer 190","West","Delhi","New Delhi","49282","804","4","2003-04-03","2003-04-07","Cash"
"ORD-2003-01191","Monitor","Office Supplies","Customer 191","East","Kerala","Kochi","10966","3142","2","2003-01-20","2003-01-25","Credit Card"
"ORD-2003-01192","Tablet","Office Supplies","Customer 192","North","Delhi","New Delhi","14615","2298","3","2003-01-28","2003-01-29","Cash"
"ORD-2003-01193","Mouse","Furniture","Customer 193","North","Karnataka","Bengaluru","23897","6476","2","2003-02-24","2003-03-01","Cash"
"ORD-2003-01194","Monitor","Technology","Customer 194","North","West Bengal","Kolkata","8162","1985","4","2003-02-14","2003-02-18","Debit Card"
"ORD-2003-01195","Monitor","Furniture","Customer 195","North","Karnataka","Bengaluru","53959","3462","2","2003-03-18","2003-03-20","Credit Card"
"ORD-2003-01196","Projector","Technology","Customer 196","West","Gujarat","Ahmedabad","33973","5621","6","2003-05-07","2003-05-08","Credit Card"
"ORD-2003-01197","Keyboard","Office Supplies","Customer 197","West","Gujarat","Ahmedabad","6273","858","3","2003-06-06","2003-06-07","Net Banking"
"ORD-2003-01198","Printer","Office Supplies","Customer 198","West","Kerala","Kochi","24499","6846","5","2003-01-19","2003-01-21","Debit Card"
"ORD-2003-01199","Office Chair","Furniture","Customer 199","West","West Bengal","Kolkata","52768","12784","2","2003-02-02","2003-02-07","UPI"
"ORD-2003-01200","Office Chair","Technology","Customer 200","South","Delhi","New Delhi","28740","1892","4","2003-05-13","2003-05-15","Debit Card"
"ORD-2003-01201","Tablet","Technology","Customer 201","South","Kerala","Kochi","16992","3670","3","2003-01-21","2003-01-24","Net Banking"
"ORD-2003-01202","Projector","Furniture","Customer 202","South","Kerala","Kochi","44815","3984","6","2003-05-17","2003-05-18","Net Banking"
"ORD-2003-01203","Laptop","Electronics","Customer 203","North","Kerala","Kochi","4284","982","4","2003-03-28","2003-04-02","Debit Card"
"ORD-2003-01204","Projector","Electronics","Customer 204","West","Kerala","Kochi","54732","7764","5","2003-06-16","2003-06-18","Debit Card"
"ORD-2003-01205","Keyboard","Technology","Customer 205","West","Tamil Nadu","Tamil Nadu","46311","4717","2","2003-06-14","2003-06-17","Credit Card"
"ORD-2003-01206","Mobile Phone","Technology","Customer 206","South","Delhi","New Delhi","44254","9138","2","2003-04-23","2003-04-27","Debit Card"
"ORD-2003-01207","Tablet","Electronics","Customer 207","East","Karnataka","Bengaluru","34024","5229","4","2003-04-13","2003-04-15","UPI"
"ORD-2003-01208","Printer","Electronics","Customer 208","East","Maharashtra","Mumbai","22425","1513","6","2003-03-10","2003-03-14","Cash"
"ORD-2003-01209","Monitor","Furniture","Customer 209","South","Maharashtra","Mumbai","28016","6163","4","2003-03-05","2003-03-07","Cash"
"ORD-2003-01210","Printer","Office Supplies","Customer 210","West","Karnataka","Bengaluru","42162","567","2","2003-05-08","2003-05-11","Net Banking"
"ORD-2003-01211","Mouse","Office Supplies","Customer 211","East","West Bengal","Kolkata","4740","847","2","2003-04-01","2003-04-02","UPI"
"ORD-2003-01212","Keyboard","Technology","Customer 212","North","Maharashtra","Mumbai","24481","4217","1","2003-04-21","2003-04-23","Net Banking"
"ORD-2003-01213","Desk","Electronics","Customer 213","West","West Bengal","Kolkata","34123","6490","4","2003-05-24","2003-05-26","Net Banking"
"ORD-2003-01214","Office Chair","Electronics","Customer 214","West","Delhi","New Delhi","54291","2191","4","2003-03-13","2003-03-18","Net Banking"
"ORD-2003-01215","Tablet","Office Supplies","Customer 215","North","Tamil Nadu","Tamil Nadu","16841","2843","1","2003-04-04","2003-04-06","Credit Card"
"ORD-2003-01216","Office Chair","Furniture","Customer 216","East","West Bengal","Kolkata","44062","8752","3","2003-03-27","2003-03-31","Credit Card"
"ORD-2003-01217","Monitor","Office Supplies","Customer 217","East","Maharashtra","Mumbai","25004","5862","2","2003-04-11","2003-04-16","Debit Card"
"ORD-2003-01218","Laptop","Office Supplies","Customer 218","East","Kerala","Kochi","33711","6236","4","2003-03-26","2003-03-27","Net Banking"
"ORD-2003-01219","Office Chair","Office Supplies","Customer 219","South","Gujarat","Ahmedabad","45796","9956","2","2003-02-28","2003-03-01","UPI"
"ORD-2003-01220","Mouse","Technology","Customer 220","West","Karnataka","Bengaluru","18291","164","5","2003-05-27","2003-05-28","Credit Card"
"ORD-2003-01221","Laptop","Furniture","Customer 221","South","West Bengal","Kolkata","53074","10270","2","2003-04-16","2003-04-21","Cash"
"ORD-2003-01222","Mouse","Technology","Customer 222","East","Kerala","Kochi","29627","1986","3","2003-05-15","2003-05-19","Net Banking"
"ORD-2003-01223","Tablet","Technology","Customer 223","South","Delhi","New Delhi","23429","3233","4","2003-05-04","2003-05-06","Credit Card"
"ORD-2003-01224","Monitor","Technology","Customer 224","East","Tamil Nadu","Tamil Nadu","30650","5638","4","2003-06-26","2003-06-30","Net Banking"
"ORD-2003-01225","Office Chair","Technology","Customer 225","North","Delhi","New Delhi","31738","7004","1","2003-04-08","2003-04-12","Debit Card"
"ORD-2003-01226","Mobile Phone","Technology","Customer 226","East","Karnataka","Bengaluru","43789","4015","2","2003-04-24","2003-04-27","Net Banking"
"ORD-2003-01227","Tablet","Furniture","Customer 227","South","Tamil Nadu","Tamil Nadu","21967","541","1","2003-05-28","2003-05-30","Cash"
"ORD-2003-01228","Laptop","Furniture","Customer 228","West","Kerala","Kochi","9045","731","4","2003-03-26","2003-03-30","Cash"
"ORD-2003-01229","Desk","Electronics","Customer 229","North","Kerala","Kochi","27836","3284","6","2003-06-16","2003-06-18","Credit Card"
"ORD-2003-01230","Office Chair","Electronics","Customer 230","West","Gujarat","Ahmedabad","16842","2214","3","2003-05-17","2003-05-18","Credit Card"
"ORD-2003-01231","Projector","Electronics","Customer 231","East","Delhi","New Delhi","1482","261","4","2003-03-16","2003-03-17","Net Banking"
"ORD-2003-01232","Mouse","Technology","Customer 232","South","Gujarat","Ahmedabad","13074","2793","2","2003-05-15","2003-05-19","Debit Card"
"ORD-2003-01233","Office Chair","Electronics","Customer 233","East","Gujarat","Ahmedabad","56106","5769","2","2003-02-11","2003-02-15","Net Banking"
"ORD-2003-01234","Keyboard","Office Supplies","Customer 234","East","Tamil Nadu","Tamil Nadu","15656","3533","4","2003-06-22","2003-06-24","UPI"
"ORD-2003-01235","Mobile Phone","Electronics","Customer 235","East","Maharashtra","Mumbai","41493","7580","3","2003-02-17","2003-02-19","Cash"
"ORD-2003-01236","Projector","Electronics","Customer 236","East","Kerala","Kochi","27166","5291","2","2003-03-10","2003-03-13","Credit Card"
"ORD-2003-01237","Office Chair","Office Supplies","Customer 237","East","Kerala","Kochi","35695","5733","1","2003-01-16","2003-01-17","Debit Card"
"ORD-2003-01238","Office Chair","Office Supplies","Customer 238","South","Maharashtra","Mumbai","18617","2142","6","2003-04-05","2003-04-10","Debit Card"
"ORD-2003-01239","Mobile Phone","Furniture","Customer 239","North","West Bengal","Kolkata","41017","10566","3","2003-04-17","2003-04-22","Net Banking"
"ORD-2003-01240","Printer","Electronics","Customer 240","South","West Bengal","Kolkata","8093","1476","5","2003-06-28","2003-07-01","Credit Card"
"ORD-2003-01241","Printer","Furniture","Customer 241","West","Tamil Nadu","Tamil Nadu","43032","9161","6","2003-02-12","2003-02-15","Cash"
"ORD-2003-01242","Keyboard","Office Supplies","Customer 242","North","West Bengal","Kolkata","10532","2773","3","2003-01-15","2003-01-19","Debit Card"
"ORD-2003-01243","Mobile Phone","Electronics","Customer 243","North","Maharashtra","Mumbai","21838","100","3","2003-01-06","2003-01-10","UPI"
"ORD-2003-01244","Laptop","Technology","Customer 244","West","Karnataka","Bengaluru","7066","1375","3","2003-05-19","2003-05-20","Cash"
"ORD-2003-01245","Keyboard","Electronics","Customer 245","South","Kerala","Kochi","41041","8631","2","2003-04-06","2003-04-10","UPI"
"ORD-2003-01246","Office Chair","Furniture","Customer 246","North","Gujarat","Ahmedabad","32657","6206","1","2003-02-15","2003-02-20","Debit Card"
"ORD-2003-01247","Mobile Phone","Furniture","Customer 247","West","Delhi","New Delhi","37013","6874","3","2003-04-28","2003-05-03","Debit Card"
"ORD-2003-01248","Keyboard","Electronics","Customer 248","South","Karnataka","Bengaluru","3408","820","1","2003-02-18","2003-02-19","UPI"
"ORD-2003-01249","Mobile Phone","Electronics","Customer 249","West","Maharashtra","Mumbai","42865","984","2","2003-06-02","2003-06-03","Net Banking"
"ORD-2003-01250","Desk","Furniture","Customer 250","East","West Bengal","Kolkata","12043","2522","6","2003-02-25","2003-02-26","Debit Card"
"ORD-2003-01251","Tablet","Furniture","Customer 251","West","Delhi","New Delhi","12616","3374","2","2003-03-02","2003-03-05","UPI"
"ORD-2003-01252","Keyboard","Office Supplies","Customer 252","North","Delhi","New Delhi","15259","3285","4","2003-05-23","2003-05-28","Net Banking"
"ORD-2003-01253","Desk","Office Supplies","Customer 253","South","Gujarat","Ahmedabad","33053","1639","6","2003-03-23","2003-03-27","Cash"
"ORD-2003-01254","Office Chair","Office Supplies","Customer 254","North","West Bengal","Kolkata","24508","7721","3","2003-03-03","2003-03-05","Cash"
"ORD-2003-01255","Mobile Phone","Technology","Customer 255","South","Delhi","New Delhi","13064","2219","1","2003-05-23","2003-05-28","Cash"
"ORD-2003-01256","Laptop","Technology","Customer 256","West","Kerala","Kochi","48878","4389","6","2003-04-05","2003-04-06","Net Banking"
"ORD-2003-01257","Projector","Furniture","Customer 257","West","Karnataka","Bengaluru","15544","4738","2","2003-01-11","2003-01-12","Debit Card"
"ORD-2003-01258","Printer","Office Supplies","Customer 258","South","Kerala","Kochi","14915","3388","5","2003-01-04","2003-01-06","Credit Card"
"ORD-2003-01259","Desk","Office Supplies","Customer 259","West","West Bengal","Kolkata","45607","6007","4","2003-04-12","2003-04-14","Debit Card"
"ORD-2003-01260","Mouse","Electronics","Customer 260","West","Gujarat","Ahmedabad","45671","9518","2","2003-03-08","2003-03-11","Credit Card"
"ORD-2003-01261","Projector","Furniture","Customer 261","South","Tamil Nadu","Tamil Nadu","36139","953","3","2003-04-05","2003-04-08","Net Banking"
"ORD-2003-01262","Office Chair","Furniture","Customer 262","East","Karnataka","Bengaluru","37349","5985","5","2003-05-28","2003-06-02","Net Banking"
"ORD-2003-01263","Monitor","Technology","Customer 263","West","Kerala","Kochi","48991","13543","3","2003-03-04","2003-03-08","Cash"
"ORD-2003-01264","Tablet","Office Supplies","Customer 264","South","West Bengal","Kolkata","13703","803","1","2003-02-13","2003-02-16","Net Banking"
"ORD-2003-01265","Laptop","Office Supplies","Customer 265","South","Gujarat","Ahmedabad","51001","1115","3","2003-01-09","2003-01-10","UPI"
"ORD-2003-01266","Mouse","Technology","Customer 266","North","West Bengal","Kolkata","19362","5671","4","2003-02-08","2003-02-09","Cash"
"ORD-2003-01267","Tablet","Office Supplies","Customer 267","North","Tamil Nadu","Tamil Nadu","1997","100","5","2003-06-18","2003-06-22","Debit Card"
"ORD-2003-01268","Keyboard","Furniture","Customer 268","North","Tamil Nadu","Tamil Nadu","2175","435","6","2003-05-18","2003-05-21","Credit Card"
"ORD-2003-01269","Desk","Technology","Customer 269","East","Gujarat","Ahmedabad","55058","9520","3","2003-03-03","2003-03-05","UPI"
"ORD-2003-01270","Mobile Phone","Technology","Customer 270","North","Kerala","Kochi","41982","4556","1","2003-04-06","2003-04-10","UPI"
"ORD-2003-01271","Mouse","Electronics","Customer 271","North","Kerala","Kochi","34620","5315","3","2003-04-14","2003-04-18","UPI"
"ORD-2003-01272","Projector","Electronics","Customer 272","North","Karnataka","Bengaluru","60155","6535","1","2003-05-08","2003-05-12","Net Banking"
"ORD-2003-01273","Printer","Technology","Customer 273","North","Karnataka","Bengaluru","4995","1220","3","2003-05-02","2003-05-05","UPI"
"ORD-2003-01274","Keyboard","Electronics","Customer 274","East","Karnataka","Bengaluru","12986","3732","6","2003-02-23","2003-02-28","Credit Card"
"ORD-2003-01275","Monitor","Office Supplies","Customer 275","South","Gujarat","Ahmedabad","57163","11478","1","2003-05-26","2003-05-30","Net Banking"
"ORD-2003-01276","Mobile Phone","Electronics","Customer 276","East","West Bengal","Kolkata","9241","1248","5","2003-03-28","2003-03-29","Net Banking"
"ORD-2003-01277","Desk","Office Supplies","Customer 277","West","Karnataka","Bengaluru","3036","945","4","2003-04-12","2003-04-15","Net Banking"
"ORD-2003-01278","Projector","Office Supplies","Customer 278","North","Gujarat","Ahmedabad","15756","3924","4","2003-04-07","2003-04-11","Debit Card"
"ORD-2003-01279","Office Chair","Office Supplies","Customer 279","South","Kerala","Kochi","7126","848","4","2003-03-05","2003-03-06","Debit Card"
"ORD-2003-01280","Desk","Office Supplies","Customer 280","East","Gujarat","Ahmedabad","8079","100","4","2003-04-03","2003-04-04","UPI"
"ORD-2003-01281","Mouse","Office Supplies","Customer 281","North","Tamil Nadu","Tamil Nadu","15108","2050","1","2003-02-03","2003-02-04","Debit Card"
"ORD-2003-01282","Monitor","Office Supplies","Customer 282","North","Delhi","New Delhi","50474","11435","4","2003-05-22","2003-05-23","Cash"
"ORD-2003-01283","Tablet","Furniture","Customer 283","West","Karnataka","Bengaluru","19877","5649","3","2003-01-22","2003-01-27","Debit Card"
"ORD-2003-01284","Printer","Furniture","Customer 284","West","Delhi","New Delhi","41870","2990","3","2003-03-19","2003-03-22","Debit Card"
"ORD-2003-01285","Mobile Phone","Office Supplies","Customer 285","South","Maharashtra","Mumbai","30787","2654","1","2003-05-04","2003-05-05","Credit Card"
"ORD-2003-01286","Projector","Office Supplies","Customer 286","East","Maharashtra","Mumbai","32054","3572","4","2003-03-19","2003-03-20","Cash"
"ORD-2003-01287","Monitor","Furniture","Customer 287","West","Delhi","New Delhi","12931","1691","1","2003-06-16","2003-06-21","Cash"
"ORD-2003-01288","Projector","Furniture","Customer 288","East","Maharashtra","Mumbai","53558","10948","3","2003-03-23","2003-03-26","Cash"
"ORD-2003-01289","Projector","Furniture","Customer 289","North","Kerala","Kochi","48991","4601","5","2003-04-04","2003-04-05","Credit Card"
"ORD-2003-01290","Mouse","Furniture","Customer 290","East","Karnataka","Bengaluru","6582","1257","2","2003-04-23","2003-04-26","Credit Card"
"ORD-2003-01291","Projector","Office Supplies","Customer 291","West","West Bengal","Kolkata","6648","1064","5","2003-04-19","2003-04-23","Cash"
"ORD-2003-01292","Tablet","Electronics","Customer 292","North","Gujarat","Ahmedabad","33847","6547","3","2003-05-20","2003-05-21","Debit Card"
"ORD-2003-01293","Keyboard","Technology","Customer 293","West","Tamil Nadu","Tamil Nadu","4442","727","1","2003-02-12","2003-02-17","UPI"
"ORD-2003-01294","Tablet","Furniture","Customer 294","West","Delhi","New Delhi","43338","10200","4","2003-03-08","2003-03-10","Cash"
"ORD-2003-01295","Monitor","Electronics","Customer 295","West","Tamil Nadu","Tamil Nadu","47966","3086","4","2003-06-23","2003-06-28","Cash"
"ORD-2003-01296","Desk","Technology","Customer 296","West","Gujarat","Ahmedabad","12440","1856","1","2003-01-22","2003-01-23","Net Banking"
"ORD-2003-01297","Mouse","Office Supplies","Customer 297","East","Tamil Nadu","Tamil Nadu","40391","2125","3","2003-05-04","2003-05-07","UPI"
"ORD-2003-01298","Printer","Furniture","Customer 298","South","West Bengal","Kolkata","27843","7076","3","2003-01-28","2003-01-29","Net Banking"
"ORD-2003-01299","Mouse","Furniture","Customer 299","West","Kerala","Kochi","46251","9516","1","2003-02-10","2003-02-13","Credit Card"
"ORD-2003-01300","Projector","Furniture","Customer 300","West","West Bengal","Kolkata","36268","400","4","2003-06-13","2003-06-17","Cash"
"ORD-2004-01001","Mobile Phone","Furniture","Customer 1","South","Kerala","Kochi","3055","401","1","2004-06-13","2004-06-14","Net Banking"
"ORD-2004-01002","Laptop","Electronics","Customer 2","South","Karnataka","Bengaluru","37250","708","6","2004-01-23","2004-01-28","Net Banking"
"ORD-2004-01003","Tablet","Office Supplies","Customer 3","South","Maharashtra","Mumbai","16215","3802","4","2004-01-07","2004-01-12","Debit Card"
"ORD-2004-01004","Desk","Furniture","Customer 4","South","Gujarat","Ahmedabad","35550","7357","3","2004-01-02","2004-01-04","UPI"
"ORD-2004-01005","Monitor","Technology","Customer 5","North","Kerala","Kochi","9048","1053","5","2004-01-24","2004-01-28","Net Banking"
"ORD-2004-01006","Desk","Technology","Customer 6","South","Kerala","Kochi","7694","1623","1","2004-02-01","2004-02-05","UPI"
"ORD-2004-01007","Mobile Phone","Electronics","Customer 7","West","Delhi","New Delhi","29182","990","4","2004-06-19","2004-06-21","Debit Card"
"ORD-2004-01008","Desk","Electronics","Customer 8","South","West Bengal","Kolkata","32307","2545","3","2004-02-11","2004-02-14","Credit Card"
"ORD-2004-01009","Tablet","Furniture","Customer 9","East","Gujarat","Ahmedabad","24765","7802","1","2004-04-28","2004-05-02","Credit Card"
"ORD-2004-01010","Printer","Furniture","Customer 10","East","Karnataka","Bengaluru","33778","2562","4","2004-01-09","2004-01-12","Cash"
"ORD-2004-01011","Office Chair","Furniture","Customer 11","East","Kerala","Kochi","14089","1333","6","2004-06-14","2004-06-18","Cash"
"ORD-2004-01012","Office Chair","Office Supplies","Customer 12","North","Gujarat","Ahmedabad","32117","2231","1","2004-05-28","2004-06-01","UPI"
"ORD-2004-01013","Keyboard","Office Supplies","Customer 13","West","West Bengal","Kolkata","34652","1354","3","2004-02-09","2004-02-11","Net Banking"
"ORD-2004-01014","Monitor","Electronics","Customer 14","East","Maharashtra","Mumbai","47226","5637","3","2004-01-03","2004-01-04","Cash"
"ORD-2004-01015","Tablet","Electronics","Customer 15","East","Gujarat","Ahmedabad","44071","3894","4","2004-01-01","2004-01-04","Net Banking"
"ORD-2004-01016","Office Chair","Electronics","Customer 16","East","Maharashtra","Mumbai","33966","8445","1","2004-02-20","2004-02-22","UPI"
"ORD-2004-01017","Mobile Phone","Electronics","Customer 17","North","Kerala","Kochi","23136","721","5","2004-04-03","2004-04-06","UPI"
"ORD-2004-01018","Tablet","Furniture","Customer 18","East","West Bengal","Kolkata","12434","2810","4","2004-05-17","2004-05-19","Cash"
"ORD-2004-01019","Desk","Office Supplies","Customer 19","East","Maharashtra","Mumbai","16833","4279","5","2004-02-24","2004-02-29","Cash"
"ORD-2004-01020","Monitor","Electronics","Customer 20","South","West Bengal","Kolkata","20147","847","3","2004-01-28","2004-01-30","UPI"
"ORD-2004-01021","Laptop","Technology","Customer 21","North","West Bengal","Kolkata","20515","688","1","2004-01-19","2004-01-20","Debit Card"
"ORD-2004-01022","Projector","Office Supplies","Customer 22","South","Gujarat","Ahmedabad","19742","1332","4","2004-06-21","2004-06-25","Cash"
"ORD-2004-01023","Keyboard","Technology","Customer 23","West","Maharashtra","Mumbai","9308","1691","5","2004-02-18","2004-02-19","UPI"
"ORD-2004-01024","Monitor","Electronics","Customer 24","South","Karnataka","Bengaluru","6704","1086","1","2004-06-22","2004-06-23","Net Banking"
"ORD-2004-01025","Desk","Office Supplies","Customer 25","South","Gujarat","Ahmedabad","36424","3896","1","2004-04-25","2004-04-27","Cash"
"ORD-2004-01026","Printer","Furniture","Customer 26","South","Maharashtra","Mumbai","5322","105","5","2004-05-21","2004-05-22","Cash"
"ORD-2004-01027","Keyboard","Electronics","Customer 27","West","Delhi","New Delhi","5899","519","3","2004-02-24","2004-02-28","Debit Card"
"ORD-2004-01028","Mouse","Furniture","Customer 28","South","Delhi","New Delhi","59733","16246","2","2004-04-19","2004-04-24","UPI"
"ORD-2004-01029","Laptop","Electronics","Customer 29","West","West Bengal","Kolkata","6580","974","6","2004-05-28","2004-06-02","Credit Card"
"ORD-2004-01030","Printer","Electronics","Customer 30","South","Maharashtra","Mumbai","7609","620","1","2004-01-15","2004-01-20","Net Banking"
"ORD-2004-01031","Projector","Electronics","Customer 31","West","Kerala","Kochi","54994","1033","5","2004-03-05","2004-03-10","Net Banking"
"ORD-2004-01032","Monitor","Furniture","Customer 32","East","Maharashtra","Mumbai","24536","1968","3","2004-05-14","2004-05-17","Debit Card"
"ORD-2004-01033","Mouse","Electronics","Customer 33","North","West Bengal","Kolkata","7507","100","1","2004-04-28","2004-05-01","Net Banking"
"ORD-2004-01034","Mobile Phone","Technology","Customer 34","East","Karnataka","Bengaluru","32572","741","4","2004-03-09","2004-03-11","Net Banking"
